area,contourLength,ConvexHullLength,ConvexityDefects,compactness,circularity,aspectRatio,extent,HuMoment1,HuMoment2,HuMoment3,HuMoment4,HuMoment5,HuMoment6,HuMoment7,target
28613.5,733.8893899917603,689.9539957046509,2740.6666666666665,0.025648361437494896,0.6676050755978188,1.8873239436619718,0.7518788101744797,0.6930888756414864,1.840233792529428,3.4438281970648017,4.2262322140242885,8.067899119119769,5.1759134441101935,-8.820056755659369,paper
28672.5,1100.7077120542526,779.2676684856415,13992.666666666666,0.03838896894425853,0.297393455236309,1.6201117318435754,0.5523502215372761,0.6239415668316792,1.6181062124984649,3.6127775401546707,4.862519720550231,9.159284405276532,5.773507845125616,9.408474740362658,paper
31991.0,858.7594475746155,758.9004797935486,5524.333333333333,0.026843782550549075,0.5451231476548192,1.9933333333333334,0.713288740245262,0.666780961670299,1.7269652423142028,3.6251477951633126,4.873900025361985,9.667463675467584,-6.427979288815476,-9.141137759675829,paper
34218.0,871.1269774436951,806.2236281633377,5120.333333333333,0.02545815002173403,0.5666326027906049,1.7570621468926553,0.6216142569077334,0.6499800964339464,1.6840733039282187,2.9504474513859598,4.1541284824908145,-7.931635056678745,-5.179252310044166,7.801405801008362,paper
43168.0,1002.7594478130341,837.5985505580902,8496.333333333334,0.023229231092777847,0.5394836249364189,1.6576086956521738,0.7692088382038489,0.7219319422501906,2.0816699051753793,3.5586847310338516,4.454405023582939,8.460824438703188,5.509049990380972,11.65585084582636,paper
27040.0,795.0437179803848,692.7656880617142,5401.666666666667,0.029402504363179913,0.5375693889996601,1.856164383561644,0.6834150533286155,0.6709585042089853,1.7651887863335,3.3689945609940097,4.140600424275096,7.899315630535505,5.035639613408681,-8.767077448962688,paper
28183.0,726.0142810344696,679.8185069561005,2616.3333333333335,0.025760716780841984,0.6719032744034289,1.4821428571428572,0.6737186842608529,0.6985273617675841,1.8818918146315413,3.353081444635425,4.133116872227432,7.876318264989539,5.081209435677002,-9.47835782244626,paper
34219.5,947.5950161218643,814.4107183218002,8363.0,0.027691667503086378,0.47889244733317105,1.4685990338164252,0.5437881388253242,0.6608957006220997,1.8516989445920162,2.785036337199255,4.3847999340209975,8.409353165452154,-6.042247670809248,8.000409652620428,paper
25447.0,793.3279881477356,730.0227100849152,4864.333333333333,0.0311756980448672,0.5080902971600197,1.9391891891891893,0.5990912515302759,0.5893432020226992,1.424144313411384,3.2391588185159277,4.182205373573246,-9.198924731307528,-5.9621229330089145,-7.8933829650477465,paper
34182.0,863.2691138982773,797.7579534053802,4727.0,0.025255079102986286,0.576387996542566,1.8658536585365855,0.6811334289813487,0.6503893132474311,1.6778277808474205,2.9740456817042547,4.140073938850534,-7.703803888287897,-4.99223598344723,8.455943431085842,paper
34164.0,853.7300096750259,779.3103835582733,4279.333333333333,0.024989170169623754,0.5890300913664249,1.9230769230769231,0.73,0.6660672713820053,1.7059858335440192,3.7108841950500917,4.792646701771162,-9.131957583460485,-5.6695718446593615,-9.281963539781323,paper
32378.0,824.9848420619965,756.4671709537506,4026.6666666666665,0.02547979622157009,0.5978165647220823,1.670520231213873,0.6475988559313559,0.6730709862060218,1.7464026459446953,3.5695390454102496,4.626859417443871,8.870209378916902,5.977415970594115,-8.88040573405226,paper
33511.0,837.445738196373,786.2485568523407,4004.3333333333335,0.02499017451572239,0.6004597461002362,2.1506849315068495,0.7309789721664777,0.6422181388635426,1.598294037486738,3.861059041599884,5.01747862583836,-11.007143868753381,-6.398836029025799,-9.45564472428661,paper
34116.5,937.4284937381744,829.9364657402039,6963.333333333333,0.027477276207646575,0.4878631713617282,2.1476510067114094,0.7155306208053691,0.5978740995586406,1.4667542469652155,3.7529633898255064,4.420208762726377,9.218775639724782,-5.529803264396289,8.514963397653053,paper
32383.5,912.8843374252319,785.819054722786,6917.666666666667,0.028189798428991057,0.4883173304310039,2.0326797385620914,0.6805686904987075,0.6381767771023145,1.6122754459769828,3.839351957035578,4.566994217098005,8.874180860286154,5.395905662013818,-8.978992188676653,paper
41210.5,921.0020883083344,809.8319368362427,5615.666666666667,0.02234872394919582,0.6105152518604675,1.7906976744186047,0.7779088643914225,0.7198824007031986,1.991035150092854,4.312243772469675,5.060779555274626,9.775596486840033,6.102059290023954,10.17932048741591,paper
34111.0,895.4356330633163,776.0250352621078,5817.0,0.026250641525118475,0.5346081434793698,1.2638888888888888,0.5784662867996201,0.673065576980948,1.780699406934036,3.2257805441997593,4.645084882418292,-8.604481908463011,-5.545144514664213,9.068983423565784,paper
40298.0,979.3868639469147,794.9175276756287,8393.666666666666,0.02430360970636048,0.5279402905338872,1.6292134831460674,0.7806664083688493,0.7329156340180589,2.1382249518808965,4.04813108730318,4.75865457246396,9.165023272013588,5.855042032099085,10.048509804975549,paper
24565.5,754.315796494484,631.5611536502838,6189.333333333333,0.030706307483848647,0.5425366319016546,1.36875,0.7010702054794521,0.7227141877144819,2.101582478012208,3.364143903010423,4.380105148043795,8.31202591146245,5.561505847122884,8.561043536776248,paper
29820.0,1033.0681018829346,752.1941721439362,13583.0,0.03464346418118493,0.35112325924013704,1.55,0.5937873357228196,0.6755680445867044,1.8812143093273885,5.680384443843043,4.374819867141762,-9.676359687624583,5.394023759456571,-9.472626973905466,paper
28251.0,814.9848438501358,700.2038078308105,6822.333333333333,0.02884799985310735,0.5344962032111281,1.2694300518134716,0.5974621973141588,0.704239611955992,2.255202186312115,2.8146332483798484,3.9465832787355892,7.7676981577779065,5.154055331933791,-7.357797506370024,paper
